puuid,tier,tier_band,churned,total_games,games_trend,games_per_active_day,net_wins,days_since_last,win_rate,win_rate_trend,avg_kda,avg_duration_min,longest_loss_streak,unique_champions,top_champion_share,role_focus,primary_role,night_share,account_level,time_dead_share,team_death_leader_share,game_death_leader_share,avg_kill_participation,avg_team_damage_share,avg_multikills,avg_frustration_pings,first_blood_rate,surrender_loss_share,avg_loss_duration_min
Io1agi_241mx83lwdqxmMHAO4ZmQWuWhi-ifBZZPrRIxFBpdAZhb01LfaULL_EH8l21FkioJHwSd2g,SILVER,low,0,99,13,2.02,-11,2,0.4444,-0.0365,2.548,30.52,6,40,0.091,0.465,TOP,0.071,222,0.1155,0.2626,0.1111,0.4103,0.2104,0.535,8.707,0.1414,0.1616,30.08
Ip4DyzceAoWlO55gpOfYhox-eK9qBox_6bdpY5bJYY6LpbWH50U5lXem8P05J5QeEizMUt3ZpH2_wA,CHALLENGER,high,0,221,143,4.09,-1,0,0.4977,0.044,4.997,26.69,10,32,0.127,0.814,JUNGLE,0.063,298,0.0883,0.1765,0.1041,0.5371,0.182,0.412,17.217,0.086,0.19,26.88
J8jUifSZKb6tZT1pc6ngc1tswz3maCy9cWR-Chs_ecgfDSkSDtk3Pe0aU2XhyZFIkqvJO7eZXJgyVw,EMERALD,mid,0,95,15,3.8,5,37,0.5263,0.0886,2.367,29.39,5,11,0.274,0.979,TOP,0.042,526,0.1496,0.4526,0.2316,0.4319,0.2969,1.063,2.958,0.1579,0.0526,29.75
JEV-W4Ak-aZjXMTmsywmibdlhNFTl6sf2LWZYeMWL9WoKseEho2STdgYPKZGi57_3N7Kjixx4swEew,DIAMOND,high,0,38,32,2.11,2,4,0.5263,0.5714,2.987,30.4,4,18,0.211,0.947,JUNGLE,0.0,596,0.1294,0.4474,0.2368,0.5165,0.1945,0.658,15.895,0.1053,0.0526,30.19
JTC89sOrCuUxo1y3yRHvHPewVFjhjw6l2kRsppiZt-UbYnoYlSE5lL9RdvupeaOqOQz53cYMUVfUQQ,BRONZE,low,0,127,83,5.08,-9,8,0.4646,0.232,4.785,30.96,9,48,0.11,0.504,BOTTOM,0.063,566,0.092,0.2283,0.1339,0.507,0.1819,0.677,10.685,0.1024,0.0472,31.79
JVlBUv2i_9XNhVKyAM2Mrddn6efo65z1ZNf1jAv7BhK2Bj9l-4dGv_sZjZno9qUund0zJ6H8NWGreQ,GOLD,mid,1,69,-59,7.67,-1,61,0.4928,-0.1,3.49,31.69,4,28,0.159,0.507,MIDDLE,0.058,856,0.1037,0.1739,0.1304,0.4836,0.2083,0.812,6.971,0.058,0.1304,31.65
JY0ceHdHajoV2pPXuXVGytq874PVHA1aqQYCK83VPoIdYE1tzjncGqyalkci_RDbdRQPHC5geALh_w,GRANDMASTER,high,0,228,196,4.47,12,1,0.5263,-0.0389,2.647,27.04,6,25,0.259,0.908,TOP,0.004,886,0.1099,0.3465,0.1798,0.3544,0.2441,0.518,3.031,0.1404,0.1491,27.8
JYiOuLdNNono7zp9tKL8FNJ9Wb2zXsZUKph4y8ziHwpjeRcD0XLUvcxGrMocLR2LcXBD3M8_PfERXg,GRANDMASTER,high,0,184,184,8.76,44,1,0.6196,0.0,4.537,26.75,6,6,0.918,0.924,TOP,0.299,285,0.0791,0.125,0.0543,0.4025,0.2779,0.625,20.63,0.1304,0.1522,25.98
JcktREgBdJwToDkdbaRG34qS-EOMMwrmYT2VUreKEeRGtetOj71LD1K1tQQMVHmCn7JijgfVLNqg5A,CHALLENGER,high,0,302,262,4.31,16,1,0.5265,-0.0252,4.209,26.91,6,10,0.705,0.801,MIDDLE,0.0,147,0.082,0.149,0.0728,0.4431,0.2102,0.334,32.772,0.0662,0.1656,26.84
Jjjkhte632BGqTj9se5eW4dDa-wiDyvpwEGmSh3_SkT4On7KvNbJfvznhr3SsF2a285PXWZFwJ0rFw,IRON,low,0,43,43,2.69,-7,10,0.4186,0.0,1.912,32.29,5,21,0.163,1.0,UTILITY,0.0,214,0.1194,0.4186,0.2791,0.3771,0.1194,0.233,3.349,0.0233,0.0,31.99
JmQWUtQnStoFf5fOc2q-RvASngdbhZs_jcHE28U_rdJ5vAYrWNZgtQiYQJ1vUaJnR2iOtfV51yCyEA,PLATINUM,mid,0,48,18,3.2,6,8,0.5625,0.1394,3.64,30.41,4,3,0.812,1.0,UTILITY,0.0,64,0.0963,0.3125,0.1042,0.5646,0.0994,0.104,14.417,0.1042,0.1042,31.22
JukkCmtcymHWPvO7TD0Bbqjg6nNYOiEzoqhAH4nJPAv2l69Fs4sqro5meaNQQTq00dttz6sBakoEuw,DIAMOND,high,0,199,199,4.74,11,0,0.5276,0.0,2.956,28.13,5,27,0.432,0.899,BOTTOM,0.075,884,0.1017,0.3317,0.1407,0.4673,0.2219,1.106,3.111,0.2261,0.1457,27.64
Jvx4RmmJstel1y4FLncdcci8y2oe0-FSYtkO9FK4poCGGIakeE7K4b588wZt_aoyk0S1CSEqR_IsJQ,MASTER,high,0,85,-53,5.67,3,1,0.5176,0.0553,4.131,27.75,7,19,0.471,0.541,JUNGLE,0.247,227,0.0985,0.2118,0.0706,0.4842,0.2449,0.8,11.412,0.0824,0.1294,27.1
K-R6bn15-ZGLBi-TrjzRBzjPmsv0kVUc5EOkSfx4ZLSVhGplQAaZYq9KOj6y-CqQb_K3xmryofVIDQ,GRANDMASTER,high,0,250,182,3.38,22,1,0.544,0.0509,5.044,26.93,9,40,0.124,0.788,MIDDLE,0.0,540,0.076,0.116,0.06,0.4683,0.2418,0.624,30.672,0.136,0.232,26.92
K6xAd2OZ1R8OX1b1qd_K633ZO74l0PCi5tKrgGPszY44vRhClAJGhcpg4h71SHVKPWyeh8RXxPM0kA,GOLD,mid,0,41,33,1.52,1,1,0.5122,0.2905,3.27,30.65,3,7,0.561,0.78,TOP,0.0,390,0.1075,0.122,0.0488,0.4153,0.2452,0.707,11.78,0.0732,0.0976,31.45
K8ihT99iF050U24BHcO9WVTl3HqIYM8Ttnbo24BX_ajZcZ22ntqQwdWvakqrwJDCoEszU5ijBq6fsw,IRON,low,1,128,-16,2.91,-6,5,0.4766,0.0099,3.193,32.77,5,4,0.688,0.992,UTILITY,0.062,151,0.1033,0.2422,0.1406,0.4789,0.1677,0.312,29.211,0.1328,0.1016,32.78
KAs8-LZeGjAUsnCGKZ57q-IAvbpfvoZMWjFE1jpkeGg7XPDvXrCdhaK-tSQ94aEKuxfX6qOkxMh3Ug,MASTER,high,0,182,28,3.79,26,3,0.5714,0.1126,4.124,26.88,6,68,0.071,0.533,UTILITY,0.319,286,0.1019,0.4011,0.2143,0.5481,0.2067,0.665,21.489,0.0824,0.0934,27.97
KMymR2bgozC3bSa-bBjMl6_V-OUIBoRbY4JUmusuQaqGjsqZO-klHxeIvvuuM80uX2eirVWIq3u0Eg,MASTER,high,0,211,203,5.41,55,0,0.6303,0.1329,2.722,27.45,5,5,0.976,0.891,TOP,0.36,132,0.1034,0.2654,0.109,0.3239,0.2392,0.37,7.474,0.2038,0.0427,28.38
Kfs4XUvQVZUkxh1xy617rYCz8KXcKXUYSJZTQsV2tP2J5h2TJKoqKBkNLWQntbGF6zqXI5OAylwGzQ,SILVER,low,1,42,-4,3.0,-10,6,0.381,0.2654,2.353,31.44,6,18,0.286,0.786,UTILITY,0.095,72,0.1028,0.3095,0.1429,0.442,0.1235,0.143,6.452,0.0952,0.1429,31.82
L3Ls0K7aw9ddkflGie18VdPYfD-8HZfq1VIK0Ybxo9SCOLg0qa06ZBpvS_vuB570pnSrrsZNM_rxTA,MASTER,high,0,200,200,5.26,2,4,0.505,0.0,2.817,27.82,5,21,0.52,0.87,BOTTOM,0.0,779,0.1068,0.305,0.135,0.5021,0.2357,1.095,15.92,0.16,0.105,27.2
L73hryY6HhQOLRDH_QChkwYDQHuz7OsKgEk1Eqq3ffhqy-uUa8Rqai8W1JJPUDQw3Y3-WHRNJMeybA,CHALLENGER,high,0,221,11,4.8,33,2,0.5747,-0.0301,4.875,27.62,4,30,0.611,0.738,MIDDLE,0.0,1178,0.08,0.1855,0.0633,0.5165,0.2238,0.697,11.344,0.0905,0.1086,28.43
LX8sBAJW7F0EJwHdFrcz2mcCNMVzKVmO54dTWu908e-wVpvbQmTPhocIVe-Yz7r8CHNXpIfHPAs5XQ,GOLD,mid,1,175,63,5.0,-5,26,0.4857,-0.0998,3.486,30.89,6,12,0.331,0.617,TOP,0.08,556,0.0952,0.12,0.0686,0.4129,0.2044,0.474,3.634,0.0914,0.1314,30.37
LlmKsizG7kRpZi-YoJoceOgQxUAGKNwj8mIvyb4UkX4wuWMidt5YcPjBWdwjm2oXLookc6B9JHg7rQ,GRANDMASTER,high,0,38,38,2.92,-4,9,0.4474,0.0,2.951,30.07,5,25,0.158,0.263,UTILITY,0.526,46,0.1158,0.1579,0.0526,0.3782,0.1887,0.553,5.211,0.1316,0.1316,31.03
Ln_pWIMglQjePu3GTakh_arCZXChNAzti3KLlqu5RAd-LtTij-ftYB4MhZA97UUrmuFzwvhfFUENVg,MASTER,high,0,356,316,5.48,2,1,0.5028,0.003,3.047,27.62,6,58,0.202,0.301,UTILITY,0.065,2765,0.1061,0.368,0.1826,0.476,0.1796,0.402,27.64,0.1292,0.1461,27.93
LvxZmO6k53liNhqgDhE-Yv-oXM3FXklsAu5zi9TY_HGTJGlG4zGKAFi32Dfsi1mWN7u5HkyL_WqIvA,EMERALD,mid,0,170,144,6.07,16,0,0.5471,0.0926,5.088,29.69,6,17,0.412,0.888,UTILITY,0.106,577,0.0793,0.1,0.0471,0.6007,0.1091,0.206,25.571,0.0471,0.0882,29.29
Lwk-3AOlONQBzjeEk3OKM2m6uh-gP3GQLVeu7-wjOvZSnV1i4KuwXk8ZxDs_kLCKdoHTP2U0fyjyxw,GRANDMASTER,high,0,185,-119,3.7,-13,17,0.4649,0.0243,2.13,27.41,7,15,0.373,0.87,TOP,0.119,215,0.1493,0.5676,0.3297,0.3855,0.2324,0.486,16.184,0.1405,0.0757,28.03
Lx4bGDIfVoViv7ESK9cnPNsY00JLWMMbyOFzKCsWJuKOjH9z-aHYI_VAJffwEhV72Hx3LzFZZVDlnA,GRANDMASTER,high,0,222,92,3.89,14,1,0.5315,0.0555,4.91,27.43,7,26,0.144,0.779,BOTTOM,0.054,162,0.0645,0.1081,0.036,0.4731,0.2545,0.892,3.248,0.1171,0.1126,28.01
Lyt8yopHZOWXsuWTmtuaeJ5Zv3dj4V6Uz7VxBDxcZMHNP9hnIsbyh_FTTus_vHvrG58bJR0vLEA-tg,SILVER,low,0,45,-1,1.88,-1,1,0.4889,-0.0672,2.269,31.14,4,20,0.222,0.6,TOP,0.267,768,0.1251,0.2,0.1111,0.3941,0.2091,0.756,13.333,0.1333,0.1111,30.62
M1DXKplIrx00PA6k_JE5rjFP1cUEiqvU4lDU5dlY1CfDzUyk29xqbS7E2OGDbYXOQC_bWQwoQUtxUg,GRANDMASTER,high,0,139,135,4.96,41,2,0.6475,-0.3577,3.538,26.87,4,18,0.353,0.64,MIDDLE,0.058,686,0.1046,0.3165,0.1223,0.4684,0.2283,0.899,23.23,0.1655,0.1367,26.88
M607ZE3txVKsIBJohILx4drUaclXYA97tf9LFLzv3WHZh4zOcRccK3y3cRlFCAm4I0wlFdWSXiV3Tw,DIAMOND,high,0,204,162,4.34,-4,1,0.4902,0.0687,3.127,29.13,6,7,0.946,0.971,MIDDLE,0.005,399,0.1113,0.3088,0.152,0.4396,0.2512,0.456,30.005,0.0392,0.1225,28.61
MBM6cvawA1yq9VqSpSCcyJidvZgu2Z8cmCS-Din3krSy9ta9d69ZuIqRqvo0jvWh3i20UNi_xWiAXQ,SILVER,low,0,29,-5,1.45,5,19,0.5862,-0.0049,3.743,30.3,3,20,0.138,0.552,TOP,0.0,646,0.0887,0.2759,0.1034,0.4619,0.1999,0.69,2.276,0.1034,0.0,30.49
MBUYRCTJsJeB2jVICfn_QzR79LnmowkcVl2JXSnf90ClHZytHF-Qhk_GPMNGkkGnbbTMYlIRor9oDQ,MASTER,high,0,57,7,6.33,1,8,0.5088,-0.0913,3.277,26.76,5,4,0.544,0.825,MIDDLE,0.14,393,0.1051,0.2807,0.1404,0.3945,0.18,0.281,9.14,0.1404,0.2105,27.1
MH6_F6XWsU4tDrIeQOQNb7_Sa2siJgFRuHPetJL02u6ni66-jDEGyThr27cUzqimRpIFuGZ1OAraPg,CHALLENGER,high,0,318,318,9.35,2,0,0.5031,0.0,2.945,27.83,7,69,0.079,0.72,MIDDLE,0.252,945,0.1104,0.3208,0.1792,0.4325,0.2262,0.563,12.283,0.1195,0.1258,28.16
MHzHKkaShafXAvRxmSniAu2QlSmipqsNdoLmuDqHXdp8PrkmS3gQt8JcbnFOCr5mfsFLfH4o2Sleeg,DIAMOND,high,0,105,33,2.06,-3,1,0.4857,-0.1063,2.648,28.38,6,13,0.714,0.924,MIDDLE,0.01,319,0.123,0.3333,0.2095,0.421,0.2153,0.257,15.99,0.0667,0.1238,28.17
MO7BIbiWlZBf1sOin6b1OjmSlEYRbL3MVjrb6FEBUV-vF3hiVm8vqHeCeR5Ks80VdiD1Rb3l2TqznQ,BRONZE,low,0,82,-52,1.78,-2,9,0.4878,-0.1075,2.789,32.15,6,2,0.793,0.976,TOP,0.171,299,0.1009,0.1341,0.0244,0.3283,0.2418,0.366,16.122,0.061,0.122,31.1
MPgdZkAj9W9r80BzT7ESX6O_hABBYB6NwCf6dRCU-DORBQJZMgalaqhcRd49aaRitHx6at-ixfmEug,EMERALD,mid,0,109,25,2.48,-11,1,0.4495,0.0341,2.853,29.84,6,7,0.514,0.972,TOP,0.009,385,0.0976,0.211,0.1193,0.403,0.2183,0.495,6.495,0.156,0.1835,28.61
MUMwVvRjsA1EWPLEVkPdX8fqe0KjJKvYqJ3I2ssv37zyO0ZDdqO52nZMZ8ZHqytVH1oe_eWnVZ_LMA,SILVER,low,0,154,-46,3.5,-2,3,0.4935,0.0385,2.117,30.72,7,43,0.195,0.584,MIDDLE,0.0,53,0.1345,0.3701,0.1753,0.4223,0.2383,0.825,20.76,0.0974,0.1364,29.75
MWwNmA6zg4nAGJ0Hqvdd7I5xVAFZ81GqaQAMcy-bY6A-iiiGCDL_OXH2grhVHY9Ys0Es7d_g8c8REw,MASTER,high,0,199,195,6.42,-9,5,0.4774,-0.5279,2.688,27.64,8,16,0.709,0.894,JUNGLE,0.417,178,0.1307,0.4472,0.2663,0.515,0.2415,1.704,20.211,0.4271,0.0804,28.0
Mj-KixeDcd1U8RDq3bkhESjQrVuo0zXypXfc8Ap3zR0EYnVb3x8uFIHshkKDhKVHka74SU2zYeBcyQ,SILVER,low,0,57,-27,2.38,-5,3,0.4561,-0.0762,1.895,30.65,6,25,0.386,0.439,TOP,0.211,286,0.1326,0.3158,0.1754,0.3692,0.1895,0.632,13.298,0.1228,0.1228,30.15
Mu-FBRn_xJJQKtox3oz76XfBG47gTF9BnHrCnoSixzSm5oN-bbPucVabr8cN9cRBNlWtpG5NQiJ0pA,CHALLENGER,high,0,116,34,8.92,12,0,0.5517,0.0611,4.597,27.59,6,23,0.431,0.483,JUNGLE,0.233,270,0.1064,0.2241,0.1207,0.5646,0.2531,1.483,24.664,0.1466,0.1379,28.13
N6NzdkTJy0tullh75hBFOhQ9UR7SHyurhqUDs-3SGQ7ohBH3gRccR2IT3m4dUANOpvdMYmskS0Acuw,CHALLENGER,high,0,337,309,5.71,-11,0,0.4837,0.2065,3.665,27.72,10,31,0.398,0.745,JUNGLE,0.056,647,0.1068,0.2611,0.1543,0.5222,0.2174,0.795,27.409,0.095,0.1454,27.49
NOLTk6BZLlOUSV-x0ECn6JbFf4h7vNpFed13fWaSY66bipWZFLq5yO_AD3lxZHhb2V7fKVIwv5qmow,CHALLENGER,high,0,369,289,4.5,9,0,0.5122,0.0698,2.812,27.01,9,12,0.797,0.656,MIDDLE,0.127,2468,0.118,0.3333,0.1355,0.4503,0.2339,0.962,8.824,0.1247,0.1301,27.42
NONLwETUWUHspn6WwAXT5mfXD9ldS4QPv8DhezAyxnvRXIRaV3ImExXFRbIXVrHOPxWbCyMCto2XyA,CHALLENGER,high,0,225,221,5.62,35,0,0.5778,0.583,3.47,27.14,4,21,0.707,0.764,MIDDLE,0.298,220,0.1079,0.3511,0.1644,0.4811,0.2438,0.951,15.724,0.2356,0.0889,28.3
NP1j0k-nTl5SvOqlL6S3OOJBP2NtqMymtSbXYNyiBR9dsgYJwG0DfBxf9fv85Q6UNK8rvAM9yGFt0Q,MASTER,high,0,235,197,4.43,-1,0,0.4979,-0.1455,3.718,27.92,9,18,0.17,0.94,TOP,0.345,1135,0.0966,0.1915,0.0638,0.4162,0.2244,0.323,11.877,0.0894,0.1021,28.49
NUPdUpVAtHCi3fa17FAO3rnd8hFRaM_BRPEhJRjXi_EkeqigZhKGMiM6TXMwLYYQLDcB8JvzWrvQUA,SILVER,low,1,116,-54,4.46,2,7,0.5086,-0.0338,2.869,31.05,7,42,0.181,0.612,MIDDLE,0.319,435,0.106,0.2414,0.1293,0.3922,0.2077,0.483,28.069,0.0776,0.1466,31.66
NUSK0smNo78dxHrr8s4Dyc5VSwhLmFwhK0H39JLtt9d4py1ZR0S5_KhnH9GCiHJzT_7haQYOb4qa_g,CHALLENGER,high,0,266,238,5.66,2,1,0.5038,0.1548,4.656,26.35,6,36,0.117,0.635,BOTTOM,0.177,1168,0.0787,0.2105,0.109,0.5092,0.2009,0.553,17.177,0.1278,0.1729,26.06
N_CI2vGlIVbRVkQhT0hsgbpphZ7s4nXDCo6iK28QLzG5n9QZVM9zfHtNkFxCHVbdYbsLFVF42bw-YA,SILVER,low,1,134,134,3.83,-10,16,0.4627,0.0,2.552,31.71,7,38,0.239,0.56,UTILITY,0.396,196,0.1263,0.4478,0.2687,0.4686,0.1561,0.396,15.709,0.0672,0.0597,31.17
NcGDjpegO3qUWuZtPN7unzMfqDnFWan8Wwyh2Bl5MZ0kfEyzwjqAvQv5NAj_-fW4cgx2AAhx-9k7RQ,DIAMOND,high,0,202,-90,4.7,24,0,0.5594,-0.1563,5.639,27.7,5,45,0.198,0.916,JUNGLE,0.238,92,0.09,0.1733,0.1188,0.5305,0.2134,1.005,8.926,0.0743,0.1287,28.57
Nug9tDklXBPLXD4q45vy_rN4xqNhW000lUEt-AzqR9PQ4qbAllDC2WC5ZdbxOL6I-EVEm0uwfWsyEg,CHALLENGER,high,0,210,-30,5.38,12,1,0.5286,0.0472,2.964,26.85,5,25,0.233,0.781,BOTTOM,0.048,729,0.0948,0.319,0.1381,0.4778,0.249,0.819,10.143,0.1048,0.1524,26.87
NzB1IVEUGs6ntbOwegmu5qdbZDnGAaxFvI5qK6hrK3S0_mDOheEfgyHf8FrwPagCmMcIUfkZxQLV3A,DIAMOND,high,0,209,131,4.35,-11,1,0.4737,-0.0481,2.83,27.04,7,19,0.191,0.77,MIDDLE,0.096,574,0.1155,0.3732,0.2775,0.4245,0.211,0.555,9.383,0.0957,0.1914,25.99
OAbrcOsy5na-UF08CP8sj-6kAjr-krU8_PBzhC8FfsbFTslcEf8PXmP1gpJNM1o2JDKLEnAzw9t9CA,EMERALD,mid,0,201,91,3.35,1,1,0.5025,0.066,4.491,29.66,4,56,0.169,0.622,MIDDLE,0.005,205,0.0885,0.1393,0.0697,0.5015,0.2217,0.766,10.781,0.0746,0.1343,28.92
ODTWo_wjEWrgsgOO-jaYpYI_aJ3W6-yldfZQeA0dWIN7yNg11lmwh7aEqxAu6mmn_B7tE7ujrlh_5A,CHALLENGER,high,0,155,19,5.34,27,1,0.5871,-0.1068,3.386,27.42,5,41,0.168,0.852,MIDDLE,0.155,181,0.1121,0.3871,0.1871,0.4547,0.253,0.69,41.09,0.1677,0.1226,28.35
OEoe3uwNeNJjhH9E5m_oeejnIwRzG0-YQAsGhdrKnde6d9voTVQSlu4XJZbbGvymUG-W_27cYaL6tA,MASTER,high,0,66,66,4.4,20,1,0.6515,0.0,6.237,27.88,3,4,0.955,0.985,JUNGLE,0.167,873,0.0872,0.0758,0.0152,0.5681,0.255,1.242,26.333,0.1364,0.1061,29.27
OFf5Y-Lm-qjBp3u5ZFqQTdJCD0SZ8T5A9WDWPM8oAgNBlysxph9GPsixOFuVg2LOWrSNs2TVHRQh9g,GOLD,mid,0,120,18,2.31,-10,1,0.4583,-0.0895,4.108,29.96,9,12,0.333,0.658,UTILITY,0.0,609,0.0819,0.15,0.075,0.4854,0.1394,0.15,6.517,0.1,0.125,30.19
OGAT2rDzQr7v9oCGMWLHG8cfT_L7EZYH7jLf7aZQGu5L7I7tAC8I3nh1XvV3yHZ4uypYHsPTQz2PTA,GRANDMASTER,high,0,204,204,6.0,6,2,0.5147,0.0,3.494,27.79,6,58,0.088,0.554,BOTTOM,0.0,520,0.1083,0.4314,0.2402,0.5334,0.2026,0.882,5.368,0.0882,0.0686,27.97
OJqx8sTaMkHq8yWJ2qFw4tZCQTyq44wi4xEOTeECHPgE2JZXkHqjzc2h9qrhE39X7_jfnll0zX5gCA,SILVER,low,0,34,-26,4.25,-4,5,0.4412,-0.2167,2.873,27.76,8,7,0.735,0.676,MIDDLE,0.029,36,0.1147,0.2059,0.0882,0.4382,0.2423,0.559,4.059,0.0294,0.2059,28.34
ONGrwOYjXjCBoskdscxUjXfAx4wRSRa-yXL8YK-ODpnE3aPFcCDRM_w0MhCzzVCgcWSsyIrfwK468A,CHALLENGER,high,0,265,203,4.27,-15,0,0.4717,-0.0503,4.515,26.85,16,11,0.691,0.509,MIDDLE,0.143,372,0.0661,0.0528,0.0189,0.4302,0.2073,0.479,6.064,0.0642,0.1245,27.07
OTvUZ88VF7MmHYP7jWKpB1vAqDbODvsaM7IJf39wgepaJtTxg9k_vUkb3Cqpp22iKUGbC1CSJ0e7MQ,GOLD,mid,0,76,-18,2.81,-8,2,0.4474,-0.1101,2.831,29.75,5,10,0.737,0.947,BOTTOM,0.079,124,0.0969,0.0921,0.0789,0.4347,0.2017,0.803,17.132,0.2237,0.1316,30.55
OWetl1SqIvlA4u-LFYZTIgW8ng3_R3ndu1HVy-eMYZ6wLoUAQ8fASPvkFd_YcQIidsLop5OjcTvXwg,MASTER,high,0,215,203,4.22,13,1,0.5302,0.374,2.881,27.69,7,26,0.237,0.949,TOP,0.0,787,0.1207,0.4465,0.2512,0.4006,0.2288,0.563,1.74,0.1628,0.0977,28.48
OYndNOjIsvUDt47G3I8A8CTGno7B0m29s50ez65jceV2q1A9eYmy9U2v9spMCWoPUiQ8qS1s99U1JA,EMERALD,mid,0,198,28,5.82,22,11,0.5556,0.0458,3.222,30.74,5,51,0.111,0.707,UTILITY,0.02,268,0.1134,0.404,0.2323,0.5138,0.158,0.263,16.525,0.096,0.1111,31.33
OZmvP8cqyWQQoRNUgBv9leRZz8bI8RvljYgn8wUHp20tYB0KWLx2oybSugZsBejpb2kMv4B5Wr8mMA,GRANDMASTER,high,0,214,168,5.22,-30,10,0.4299,0.0433,2.327,27.47,8,49,0.117,0.593,MIDDLE,0.107,1132,0.143,0.5748,0.3505,0.4894,0.2421,0.593,49.383,0.1636,0.1776,26.92
OfS6jzF09kIUtImZ_8N-xDj3nbvVqrfxqaybxOBlxyawoDF5jRxfJu09OPUeVBsbo0-lDd3NKnieSA,BRONZE,low,0,136,50,2.62,0,1,0.5,-0.085,2.7,31.5,9,21,0.176,0.485,BOTTOM,0.11,139,0.1397,0.375,0.2132,0.4924,0.2495,1.662,26.066,0.1176,0.0956,32.5
OkAd4zQkgwLDEEquqcmunyTW4Er3ATrypAcmgoqObJPsuCxYhNEkm0wlUBhWEFuaVit0LY9wioeZmw,MASTER,high,0,252,222,4.34,18,0,0.5357,-0.0684,4.239,27.27,6,35,0.21,0.798,BOTTOM,0.008,186,0.0853,0.2103,0.0952,0.5183,0.2711,1.04,20.52,0.127,0.1349,27.14
OtmHiztXMqtERVKyn6cFNbExN4mrgFwgOZNK9UpHqTbTymdCiJnt2a143efqncT3xR-K485dQSSX7w,GRANDMASTER,high,0,211,197,4.91,35,2,0.5829,0.0119,5.638,28.01,6,14,0.858,0.81,MIDDLE,0.0,814,0.0784,0.1564,0.0427,0.5105,0.2197,0.573,14.128,0.1232,0.109,28.36
Oyj1fYh5G_wc9l3ZcTy85mHcfa-PtvJgp8FT_TJkzPy6qJbcZZgNwaQJsS9x1735efufDFn7wEqcNg,DIAMOND,high,0,81,73,5.06,19,0,0.6173,-0.1396,6.55,28.52,3,11,0.778,0.901,UTILITY,0.136,1010,0.0611,0.0617,0.0,0.5892,0.1087,0.049,16.012,0.037,0.037,28.91
P1PmvxayYJ5mnfT1FfglxoLBnQYecrLiJqGN5MJMLQtJA4mqrHOZXj3CSyNdr2hYfTgogQe4htJ33A,GRANDMASTER,high,0,279,175,3.93,31,1,0.5556,0.0446,5.078,26.89,5,50,0.183,0.817,JUNGLE,0.007,249,0.0976,0.2437,0.1326,0.5609,0.209,0.624,27.563,0.0932,0.1505,27.94
P5MX0JQ5TxTv9nJLp1CCbNRW06Ns1bKtXu5P06JlnF8cFGi1i7LZ8DmVIORt-FhCN_ZMXaPDOaprgA,GOLD,mid,0,198,124,5.21,2,10,0.5051,0.0561,4.57,31.38,5,37,0.136,0.818,UTILITY,0.328,874,0.0718,0.096,0.0152,0.489,0.1257,0.273,1.667,0.0657,0.0051,32.29
P7WNYE_Z7C_KjjlemDu8Tl8dVphNKMVFdjBQU3XLv3ZQ0rhYXpI6dT2fNcZCK1y2aiO5zoqJgpVhwg,GOLD,mid,0,96,96,6.4,4,23,0.5208,0.0,2.621,28.76,6,47,0.094,0.542,TOP,0.51,166,0.1285,0.3854,0.1979,0.4105,0.2496,0.729,4.615,0.2188,0.1354,28.99
P8VqqT68CYSvmmgs33hl0N5ELXagVy9XfibaIbYE6W80HbYuMoCG5ThFfWrgF_qcN3giP4K-NpJd3w,IRON,low,0,30,8,2.73,0,10,0.5,-0.2153,2.072,32.78,4,4,0.567,0.733,BOTTOM,0.0,358,0.1012,0.1333,0.0667,0.3387,0.1188,0.367,9.8,0.1333,0.0333,32.5
PDTs17xQl1o_yu0gGHYXNzBXP5YrMHOujAcc7ErEmkfxVodvoIpdpMnLA3xMn36MsU-rkP3yZQF3Aw,EMERALD,mid,1,197,-51,4.1,5,22,0.5127,0.0342,4.629,29.4,7,36,0.284,0.817,JUNGLE,0.0,367,0.0909,0.1218,0.066,0.5425,0.2013,1.122,5.69,0.0558,0.132,30.14
PEURlc4RiM-NZZCvSNREEDZeD7NOUMwrI4_LM9F5kU5yLHDTI0dbRXMbR5ijEnqs6N_UxrhluKsvUg,DIAMOND,high,0,84,64,4.0,38,6,0.7262,-0.0838,6.281,28.21,5,24,0.262,0.607,JUNGLE,0.095,55,0.0751,0.25,0.0833,0.534,0.1946,1.0,6.833,0.0833,0.0357,30.82
PJKZkN4vq2c-D4nQGsxypB_st4kpQgWsi9vB0CGrv_RHgHBlVh8dZPZ6k_5ucj8lH8M2du5FaS6iPg,GRANDMASTER,high,0,203,99,4.51,27,1,0.5665,-0.1174,4.92,25.75,5,21,0.414,0.724,BOTTOM,0.182,600,0.073,0.1675,0.0985,0.517,0.2517,0.995,22.68,0.1084,0.1232,26.47
PJoTjjPy_9Tf92ytqM_-i5bYy_aJMWv0IOgAyZwPSk_2xPg8tMA7EgG6JkQD7AkucUW5MPKuCsbb5w,CHALLENGER,high,0,307,281,5.12,9,1,0.5147,-0.0249,5.075,27.49,9,32,0.228,0.788,JUNGLE,0.013,337,0.0803,0.1466,0.0749,0.5481,0.2102,0.596,23.853,0.0814,0.114,27.87
