puuid,tier,tier_band,churned,total_games,games_trend,games_per_active_day,net_wins,days_since_last,win_rate,win_rate_trend,avg_kda,avg_duration_min,longest_loss_streak,unique_champions,top_champion_share,role_focus,primary_role,night_share,account_level,time_dead_share,team_death_leader_share,game_death_leader_share,avg_kill_participation,avg_team_damage_share,avg_multikills,avg_frustration_pings,first_blood_rate,surrender_loss_share,avg_loss_duration_min
POzu2lLICRyyVWLAiHCGAYH_FiK5PHGsiEmxBaT52vLfQpDluerwuFH0ivAdhkLzHPIzFS3dLDDotA,MASTER,high,0,153,151,5.28,29,1,0.5948,0.5987,4.811,27.91,5,54,0.118,0.778,MIDDLE,0.203,545,0.0871,0.1503,0.0458,0.4741,0.2315,0.667,19.196,0.1373,0.1176,28.27
PRE5Vcqkc_RldC-UybF3L8spC_EHeKoZCV_vZ7seLzNHe0KFVY2pSu8Autc9EnQ8At2NwD0PC-r5fQ,CHALLENGER,high,0,239,153,3.98,43,14,0.59,-0.0179,4.729,26.98,5,24,0.188,0.862,BOTTOM,0.025,317,0.0824,0.2678,0.1088,0.5327,0.2685,1.213,19.184,0.1715,0.1548,26.98
PUeSswMcP1QBMDKbblPlZg7IrlZ0p-z8BWeAF-Z3yAx_zcpqSRNtW07hs10l24UuPc9t9BRoyeJe8w,SILVER,low,0,195,195,8.12,1,0,0.5026,0.0,3.882,31.68,6,23,0.272,0.497,BOTTOM,0.205,239,0.0904,0.041,0.0103,0.453,0.2178,1.246,24.241,0.2103,0.0923,33.77
PVA8pQhirGyUR6phhCG63-Pr08aZFH43vJkaByHW2Vge6RS8vI0BzkrfPErjMgF3ZNVZHHOJUx1sTA,IRON,low,0,190,186,4.22,-8,4,0.4789,0.484,1.417,31.2,8,61,0.153,0.353,TOP,0.042,160,0.175,0.7105,0.4947,0.394,0.2223,0.905,8.942,0.0947,0.1789,30.57
PWN7ZIwLtahrj9W8_GUluKNaj7O_2cohDDrMnfmJMhiZb1eOZj3B2FGKDEzDvid-4EH91m9JEd_j8w,PLATINUM,mid,0,51,-31,2.04,1,2,0.5098,0.1122,1.749,31.39,6,13,0.392,0.549,MIDDLE,0.176,325,0.1466,0.3529,0.1569,0.3788,0.2026,0.686,10.824,0.2549,0.1373,30.82
PWj6GslfE_vQlf8OdranLIqGq5U6SFRIyTImfAqGkhp1VNciRihtfwA-txiNrXGD8kglAJMA2TtUCQ,GOLD,mid,0,43,13,2.39,13,1,0.6512,-0.1262,3.591,31.14,4,21,0.163,0.395,BOTTOM,0.07,54,0.1094,0.2558,0.0698,0.4757,0.2251,1.023,15.884,0.1628,0.0233,30.65
Ph5THpqCFmihXII8rFLhTS5As_09ilWScqDarlGhaVxJi8M1uplN6LO0Gibdk4LtEvRh4Um1N2A4Ig,MASTER,high,0,199,-35,3.37,15,1,0.5377,0.0604,3.838,27.82,6,45,0.261,0.749,BOTTOM,0.191,698,0.0843,0.191,0.0553,0.466,0.2224,0.839,13.744,0.0653,0.1307,27.39
Poi-byn2oUJ4a9l-R1c3hfPVPsK6tS-Rv_1KzEfhetAUMf8Y65Kp5y3fPxFUiFDwMN8AIQ1BjywGMg,DIAMOND,high,0,209,207,8.36,19,1,0.5455,0.5481,3.521,28.89,4,22,0.531,0.861,BOTTOM,0.407,1135,0.0887,0.1675,0.067,0.4775,0.2368,0.947,23.459,0.1196,0.1148,28.84
PxWuMlQPqmRnmZWkI7xtkd2ecT_iE7cyZMayUk7ZhtZF_gaaYQNcJKJDtLw1BRuelvPyg98huCwsNQ,DIAMOND,high,0,215,209,5.38,-13,1,0.4698,-0.5377,2.746,28.34,11,68,0.065,0.298,JUNGLE,0.0,278,0.1208,0.3953,0.2558,0.4654,0.225,0.721,10.33,0.0791,0.1302,28.0
Q1d2MPxx4vJmEs9GGvcgwpi6gqMkZJkay0YFNGXBr69857I3HFANleN4d57fvBf2z7oyIqit1QJAGg,EMERALD,mid,1,165,-77,5.0,-3,46,0.4909,-0.0186,2.806,29.35,8,27,0.442,0.697,BOTTOM,0.006,489,0.1083,0.303,0.1455,0.4681,0.2173,0.97,10.17,0.1212,0.1455,29.81
Q56DOHTqgLEj4yOUOyO2l3lyLSaPfei4QR8wlS9F1THb8SOd2sQ5yEDCb8QuMZgkDCOvE7uSGM8orw,DIAMOND,high,0,234,234,9.75,14,0,0.5299,0.0,3.005,29.03,6,29,0.192,0.799,BOTTOM,0.115,1185,0.1014,0.3034,0.1154,0.4801,0.2268,0.91,9.171,0.1111,0.1239,28.38
Q5h6bpQkrbo4j9deuItYBs8cEGFkEbbQCHwo03Lt5rJyoR0lh4-RfGCjB-8C0HnLlkVuo5D_Aneb3g,EMERALD,mid,0,134,-18,5.83,0,2,0.5,0.1216,3.764,29.43,4,25,0.239,0.687,JUNGLE,0.0,104,0.1153,0.3134,0.1791,0.5114,0.2579,0.955,14.836,0.1269,0.1194,30.22
Q7fT6RQeWR1P__MOwVTMOTKeeYaFcJSrGtu0lG390NivB-uXd5v7Y2sPZK2NuBctW5j05J4-SqGHCw,CHALLENGER,high,0,229,227,6.74,23,0,0.5502,0.5526,4.15,26.98,7,21,0.166,0.581,BOTTOM,0.262,220,0.0862,0.3057,0.1179,0.5812,0.1961,0.795,31.467,0.1223,0.1528,26.22
QKi-Lu419vIcJgEOPflTBSWmMDolRJuF0pVZGF2-uInyN6zjcqlmgZ7wZY1rJDTF7a-ocofcWlSNWQ,GRANDMASTER,high,0,64,50,3.56,14,0,0.6094,-0.4386,5.934,26.84,4,26,0.125,0.703,MIDDLE,0.047,209,0.0727,0.1719,0.1094,0.4441,0.2333,0.719,11.406,0.0312,0.125,27.39
QWerUJ_2cuh_bqGHcWV__cVupRa67WnvxmL8amp5KxM0JDp_p6UiudKV5cKYjzfF0Lw0WwyQzNHDjw,GRANDMASTER,high,0,292,210,3.65,40,1,0.5685,0.0655,6.862,26.58,5,28,0.175,0.932,JUNGLE,0.014,950,0.0703,0.0959,0.0445,0.6045,0.2032,0.466,68.236,0.1541,0.1541,27.03
Qb_wJdIkP8dXiQaWmXeoOHK0SuMZXDQqGX4NwqGV_ZQosWVUrJM4DXngpNSveyCdGyyeikNnoju_3w,EMERALD,mid,1,107,-107,4.65,1,71,0.5047,0.0,5.0,28.64,7,12,0.327,0.972,UTILITY,0.112,881,0.0778,0.1682,0.0748,0.6055,0.1204,0.056,2.206,0.0467,0.1121,28.7
QdMrL1rB5OdKfa8kcqopjATlyOa0ELfqK3_ls2p63g6X1A6fa83eBqPl_S-zZpHhaN7BY48Ui_mCSg,CHALLENGER,high,0,322,308,5.46,8,1,0.5124,0.0857,3.55,27.7,7,27,0.18,0.764,MIDDLE,0.286,142,0.1015,0.2981,0.1584,0.4556,0.2524,0.801,18.568,0.118,0.1087,27.86
QeBhMX8K9a5xkRKd8JrtgqjIqBUKBnPo1c_c9wDs7_Tx_G7mdTNgArVedPaSXaC6ylkuLEG1BUhHiw,CHALLENGER,high,0,202,144,4.12,8,8,0.5198,-0.1581,3.012,27.74,5,12,0.431,0.901,BOTTOM,0.059,412,0.1102,0.4059,0.1782,0.4804,0.2632,1.129,3.634,0.1188,0.099,28.03
QoxhcGjgY0wq4cotlFYBOLMug6s1FrkxJT6CNb-Xf85xqScH8HDH5tc2Kc2dUQ-shmwaE5WC9dO5Fg,EMERALD,mid,1,109,-73,4.95,-3,57,0.4862,-0.0501,3.429,29.1,6,19,0.376,0.56,MIDDLE,0.11,794,0.0991,0.1743,0.0275,0.4832,0.2279,1.257,40.486,0.1284,0.1009,29.7
Qvf1ncSSLiIVkVeZtL3NOZg7wbIVdXinz_-ggZMyL8pK60_lCe6DpFXHTQzkEtxWvYijzOG_V_aXeQ,PLATINUM,mid,0,93,-37,3.72,13,50,0.5699,-0.0489,2.972,31.31,5,10,0.548,0.989,TOP,0.0,1148,0.0943,0.1398,0.0538,0.3299,0.2086,0.591,8.194,0.2688,0.0645,30.37
QygZoT6bVX4jLlcrRnDR2Nbl4En97jGjiSKhAz9eznObCFfkC-7iCpAo4NveweK0kTyCJRXK2PeI1A,MASTER,high,0,231,199,5.25,31,1,0.5671,-0.1294,4.083,27.1,5,30,0.212,0.632,MIDDLE,0.082,1502,0.101,0.2944,0.1299,0.51,0.2511,0.835,9.29,0.1515,0.0779,27.31
Qzc_Pmo_24u5uJjFMvFCANq-tZ2J4wyZlMD_djlFcwYR92xdIHIhEUDFzrBDyBpq2JeQfG6drl-kCw,CHALLENGER,high,0,198,98,5.66,10,15,0.5253,0.007,2.66,27.77,6,14,0.874,0.51,BOTTOM,0.086,131,0.1594,0.6616,0.4495,0.609,0.331,1.242,7.616,0.1869,0.1515,27.61
R0lHg2JT2t7uwyYbhyRJseJqrWUYVnCUBhTRShGrlYA1Ils0D2_1vIBuRSPObmDz7HSfbGzEsYTq-A,MASTER,high,0,224,216,4.67,0,1,0.5,0.2545,4.734,27.43,9,19,0.719,0.897,JUNGLE,0.004,374,0.0811,0.1027,0.0446,0.5147,0.2178,0.853,34.795,0.0491,0.1205,27.24
RAtnzN-nr4DP2rOP08Lg__YqAnGB4Y9mE4Yzy6zkyFDUkcRvVTEvZ8c3nUlCg0PYn2efhOIHr2lvOg,GOLD,mid,0,195,-29,2.75,-21,2,0.4462,-0.0216,3.293,31.15,9,35,0.159,0.518,UTILITY,0.051,850,0.1005,0.2513,0.1333,0.527,0.1535,0.682,5.908,0.0769,0.1179,31.46
RGjPP_0tabK88zn_43KyngEAvF2JpFayskZVGBBB4qWw0Zgfn609gs19pfV33G7TdNCJWBaLZXFekg,GRANDMASTER,high,0,88,88,3.38,60,1,0.8409,0.0,6.966,25.67,3,39,0.08,0.5,MIDDLE,0.034,39,0.0701,0.2045,0.0682,0.5303,0.2956,1.0,17.443,0.1591,0.0227,26.31
RScwa3-td8TU42k5vCfSO0e5znmch3U0nxEJZqNJwq8-kg9z6WVl5I7Sfg3hU1gPuToN7ivV9v4pTA,DIAMOND,high,0,94,88,3.76,18,1,0.5957,-0.0733,3.022,29.44,4,22,0.277,0.989,TOP,0.032,235,0.1137,0.3723,0.1809,0.3831,0.2345,0.489,12.266,0.1596,0.0745,30.57
RUOn5L0_xpXxtfs3-Cgd-g0GWSrgHA6NXHRrexWJlE84LQTve97fpmyzIlehkI39qLakYYP3MnoqBw,PLATINUM,mid,0,110,26,1.69,-8,1,0.4636,0.1338,3.139,30.87,6,21,0.355,0.609,BOTTOM,0.009,641,0.1092,0.3636,0.1727,0.5151,0.2195,0.991,3.4,0.1455,0.1455,30.72
RUhrPov4ZA0HhgZSi226QlEi6s8tKIeiMuWHdFa4HxHsEVM0mP_p2GcuBCR3YGUleDT8r7ClleKQOg,PLATINUM,mid,1,39,39,3.9,3,28,0.5385,0.0,5.06,30.32,10,4,0.513,0.59,UTILITY,0.0,579,0.0925,0.2564,0.1282,0.5594,0.1544,0.667,1.564,0.0769,0.0769,31.4
RVk11JT3tYtHWfw1hcWzlC09IlgihlDqUpq_Es0k8tMt4SpLv47-pqfl0nxIMknLWYtqsFhD3g-AtA,GRANDMASTER,high,0,106,106,8.83,44,0,0.7075,0.0,4.598,28.45,3,22,0.198,0.972,BOTTOM,0.038,87,0.0877,0.2264,0.0943,0.5428,0.2864,1.887,25.736,0.1604,0.0472,30.03
RYcVBG1ptktsRJVFE4zcuxmwe-UB4R-SNi311xmbyhYZDFuR8dSBGiQ5xoN7AJiO4A8AiZ6A4hSfcQ,CHALLENGER,high,0,338,290,5.04,8,0,0.5118,-0.0321,3.573,27.72,9,37,0.172,0.763,MIDDLE,0.053,1067,0.0949,0.2071,0.074,0.4702,0.2308,0.669,8.68,0.0651,0.1775,27.66
RrCy7KcfAIEhmw-rNl6KKkMiF1OJcYqGHXX1bdKokQKDlBdPqFmADlCgj7gP2T-TZx_C-dbr6jIwng,SILVER,low,0,60,14,2.22,4,1,0.5333,0.4418,4.042,31.38,7,13,0.233,0.617,UTILITY,0.1,704,0.0926,0.1333,0.05,0.511,0.1796,0.583,18.117,0.1833,0.05,31.44
Rs74wJXLuNMuCvXh0fJQfQ4uTBC6tnsBAPo2UvjBAfv1kbvvXFnOM8mys_70ucJx4rNjOudbDpeapw,MASTER,high,0,165,3,3.24,-7,8,0.4788,-0.0053,2.742,27.54,6,32,0.285,0.818,BOTTOM,0.018,528,0.1024,0.2909,0.1394,0.4267,0.2163,1.097,7.824,0.1091,0.1636,27.23
RyYpT6_szH_hiuP8kdyU8ks2TQo2Jcv8uolPzdiSf5Ww3ZqmJcN0PjDWSGC4Y_tkVNg_fhx7Eji5VQ,GRANDMASTER,high,0,227,121,4.45,11,4,0.5242,-0.0299,2.623,26.8,5,12,0.467,0.912,TOP,0.291,329,0.1081,0.2952,0.1322,0.357,0.2239,0.555,15.943,0.163,0.1366,27.72
RzIw-rzskKJQbUXiMBsFc3dIfYwYRf4l86DUnhJBl97xCnYCfzPSDdztI8IJMXhosHDlfJ6hnz-myw,DIAMOND,high,0,150,8,3.49,12,1,0.54,-0.0177,4.434,28.2,6,25,0.2,0.867,UTILITY,0.0,124,0.0776,0.2667,0.1,0.5651,0.1192,0.067,16.913,0.08,0.0933,28.18
S-dF8CXfcgnWWcEcqIUlG5bs4-TsoXKqLGPhqJzhxUGjzY9qTgu6DB9qJQkQNQYNNqJGhiohBslYuQ,GRANDMASTER,high,0,211,-31,4.59,19,2,0.545,0.1152,4.509,26.58,7,19,0.45,0.9,TOP,0.322,1175,0.0703,0.0948,0.0379,0.4037,0.2166,0.336,29.9,0.0758,0.1943,26.09
S0m5HGfsTjzi4fA415gRspH-rfxX7rbjiTt5rGMFDwygLCD4MhuXkBo854Y3OBsstGhes_TvB90Cpw,DIAMOND,high,0,198,112,7.62,-2,20,0.4949,-0.0807,2.453,27.94,6,40,0.187,0.884,BOTTOM,0.0,258,0.114,0.4343,0.2172,0.4467,0.2556,1.091,5.551,0.1061,0.1818,28.0
S0xAMJ1qA__gA-w9VkNqUjkRaYKnao57Kaps2Z9p6lsCynazjisgPlaO1ekU2AFC_qMjpuOhJaNeuw,GOLD,mid,0,199,199,6.42,-23,8,0.4422,0.0,3.164,30.85,6,36,0.141,0.698,MIDDLE,0.312,280,0.1149,0.2261,0.0854,0.4647,0.2251,0.824,7.99,0.1055,0.1055,30.98
S9VHJcFQ7JJqbEPr8gdsdJUqTa6ajE1CPPWjsadBrnLO95iHNlqX8z_SKpKDlcCj_66eA8QkNgipSA,SILVER,low,0,72,48,3.13,-4,23,0.4722,0.1667,3.898,31.3,7,19,0.236,0.806,TOP,0.0,561,0.0909,0.1667,0.0833,0.3953,0.217,0.75,33.625,0.0694,0.1389,30.72
SHYxNg7ryEJHGL8DNnYocWqxb02htx-KTFaX3Lx37velJfW9UtC4fF3oyz_3LqHlPZe54BaE7HjVyA,MASTER,high,0,191,131,4.55,39,0,0.6021,0.0816,4.842,28.43,4,34,0.147,0.733,JUNGLE,0.34,82,0.11,0.288,0.1414,0.5846,0.2491,1.503,18.885,0.1152,0.0942,29.46
SSSBxDDmlEk6ToWsiqQzYeULcNHJiF9ybb9Vb2i2BfwZKuG54-2PZ9W5t97V7kRT9yZ4YXD-K_aMTQ,EMERALD,mid,0,204,-92,4.08,6,1,0.5147,0.0782,3.243,29.28,8,33,0.304,0.402,TOP,0.049,1070,0.1045,0.2696,0.1078,0.4764,0.231,0.985,5.275,0.1765,0.098,29.47
Sk4wBvZ3WBJZgfRgzXq8Zor-wA-fcmATe6vNc9MX68YN2To9jVj2U_i0yGXTasKIMXdIjWbk3A49IQ,IRON,low,0,31,-25,2.21,-9,9,0.3548,-0.0238,1.404,30.13,5,4,0.71,0.645,TOP,0.0,661,0.1102,0.2258,0.129,0.3118,0.1436,0.161,13.774,0.0645,0.2581,29.31
SnBlLrGUXhWVMSrhdNaCUmCemBumd9VR6dnPy0LIO_dUW7k5kqij-QdTT5FZcioO0bypw-nK1lfpVg,DIAMOND,high,0,132,14,4.12,2,21,0.5076,0.029,5.158,29.81,7,5,0.773,0.985,MIDDLE,0.379,269,0.0784,0.0606,0.0227,0.448,0.2122,0.652,9.78,0.0606,0.0985,30.13
SnRNoIHVasMfiVRCzVin5zULxZx0AnUR4JfK9vwSjlLWgyA2-e7LlKQDbdgDqhVZfAkpatLGesYmDw,MASTER,high,0,154,154,5.92,38,1,0.6234,0.0,4.206,27.55,5,11,0.519,0.831,JUNGLE,0.045,236,0.105,0.2468,0.1234,0.527,0.2729,2.37,3.175,0.0649,0.1234,28.19
SoK3jCnCexEpccNUJItS-S-Bm0NOKf06YnIu3lUvqbq5ysjCOJ-8d78xcfzwxP2zCZtMZ8cRbUxs1Q,GRANDMASTER,high,0,33,-27,2.2,-1,5,0.4848,-0.5333,2.797,26.24,4,5,0.848,0.788,TOP,0.03,578,0.0963,0.303,0.1515,0.4009,0.1918,0.636,10.091,0.1515,0.303,26.26
SoKIH4BUIt_Bm1HiztaQcUD8Ne0OtonQbCYliIk2AZTWnMYpRgXA4WeblNZ7hyc2-SHhQ7TnL2Iqbw,CHALLENGER,high,0,238,200,4.25,16,0,0.5336,0.1223,3.673,26.81,7,8,0.878,0.878,TOP,0.046,666,0.0778,0.1176,0.0462,0.3931,0.1968,0.613,8.895,0.1092,0.1639,26.49
SutWyngcKsj9rTsaVFYFQyUNBXTZRC9yuBoX_qbEMPz2DMACgFCihUjLFMWkfzt4K2aAZZpCXfgvlQ,GOLD,mid,0,49,41,4.08,1,3,0.5102,0.0111,3.586,31.84,4,33,0.082,0.469,JUNGLE,0.102,591,0.1034,0.1224,0.0612,0.4982,0.1875,0.429,15.959,0.0612,0.1429,31.0
T1HOVU6b1BVrbnT4FAIjBwCUGsZD-_p1tFSWsxjad337hA9j97zW4JKQgAhjEr9EJzCLPB0fZ4FfuQ,GOLD,mid,0,195,83,3.0,1,7,0.5026,0.0537,2.265,31.64,7,1,1.0,1.0,UTILITY,0.015,808,0.1213,0.4513,0.2513,0.4842,0.1357,0.133,6.667,0.1179,0.1026,31.79
T5nV-H87fCh_LUGwtU_QRgHFR5Vqgmi-iMvgopSdtwM5ORQUCi1BLYe940g5zOsu_EjpKsQ1TlAuSQ,BRONZE,low,0,101,51,2.46,-15,3,0.4257,0.0342,2.717,32.74,7,37,0.178,0.366,BOTTOM,0.03,585,0.1029,0.198,0.099,0.4694,0.1631,0.426,8.505,0.1089,0.1089,32.92
T7HQ9Iap-LBAq59_tcBtmTN0fj0JttUo0cGij1WDgd-0Za9Avg8VgVPI3fFdrqMcGW0-0nLF0iSZUg,BRONZE,low,0,111,81,2.36,-5,2,0.4775,-0.1417,3.409,31.96,6,24,0.108,0.505,MIDDLE,0.0,284,0.0977,0.1532,0.0721,0.3987,0.226,0.405,9.775,0.0541,0.0811,33.11
TLKPklKhpGIAtbiuWB0n6VIVgl3Svqc6El5D5ISWH2DyH9gjH81sDiQufnP1p4HZ2L3P_TvI3ZgC7w,EMERALD,mid,1,200,-46,3.57,-4,7,0.49,-0.0576,5.644,29.57,7,21,0.195,0.985,UTILITY,0.0,521,0.0708,0.1,0.045,0.6035,0.091,0.06,21.33,0.015,0.085,29.65
TLlKdRAKY1TTRPHaMX1VtvVBB_IsfCZgSlkzRUCkED8lckH2LXFTbnPQwJ0OsYW5N5CrQgrdQtvFag,GOLD,mid,0,106,50,3.42,8,0,0.5377,0.0027,3.204,30.75,4,38,0.132,0.453,MIDDLE,0.642,1087,0.1365,0.1509,0.1038,0.4351,0.2572,1.642,4.509,0.1887,0.0943,31.9
TRLrR61bAded5eYlXCsOjGkLtUbYjOCHTPmcMWZk46wj4p-__vZVlbsDCmkXJytBWXevHQ7X3aUACg,EMERALD,mid,0,69,69,4.93,9,3,0.5652,0.0,3.401,28.31,5,10,0.246,0.913,MIDDLE,0.377,70,0.0977,0.1449,0.0725,0.4212,0.2509,0.58,11.391,0.058,0.0725,27.27
Thq5EFp3XOY0qrttAxrSwLlKO8kPgWZNPxYXJCwMFkaQDJuN_hjv1JDwvB6liJo_oGaCAh3-nqMBKg,EMERALD,mid,0,43,5,4.3,-7,52,0.4186,0.1842,3.621,28.53,4,21,0.093,0.651,JUNGLE,0.093,61,0.1119,0.2558,0.0698,0.506,0.2471,1.0,14.07,0.0698,0.0698,29.05
TjYFLs1DCUeShvjxUsEq2-1DewJntg-F4nqkKGi9xWYN_d-Qy7QVgQRRE8rpS0kDatgS4xDB6MI1HQ,CHALLENGER,high,0,205,205,5.12,47,0,0.6146,0.0,3.697,25.89,6,36,0.249,0.785,BOTTOM,0.0,74,0.0955,0.3268,0.1707,0.4876,0.2671,1.385,18.039,0.161,0.161,26.21
TovLh29sDbaiWDPjBhbF9cydHw8JDDjNt6OxpZ5PqDaJE-2nU4m68h_DdteTp70WJme2A0HgasG6gQ,EMERALD,mid,1,62,62,5.64,-2,8,0.4839,0.0,3.524,28.72,7,19,0.194,0.855,BOTTOM,0.0,127,0.0825,0.1935,0.0968,0.4311,0.2151,0.887,2.613,0.1452,0.1774,26.82
TqP3ied0Zb4cw3SsG-snuefpVLKc_WsC8ycSzhFKDJa_J95cKuvDt65b1cUBvH0P_cKq90Q-C8zWsA,CHALLENGER,high,0,214,92,5.22,16,2,0.5374,0.1096,4.784,27.12,9,33,0.285,0.836,JUNGLE,0.056,536,0.1039,0.257,0.1449,0.5583,0.2329,0.584,27.248,0.1168,0.1075,27.89
U-u6ys4HcrDbJ2DqaufuCKhdeG3YzMfISS0CxMAV27r0k8mU2nzkbxuj48ayyH0mjgfQU4N5j7Pw8w,EMERALD,mid,1,34,2,4.25,14,54,0.7059,0.0347,8.085,25.72,3,7,0.471,1.0,JUNGLE,0.0,67,0.0849,0.1765,0.1176,0.6975,0.3925,4.324,12.0,0.2353,0.0294,26.48
U7oooXu1WzvlMdIK8gmP2dnWajMdr48iVA1tNR5_dHFZOjVjeocbq6erZr770WnpdQ1I7MhLB8il0Q,GRANDMASTER,high,0,61,-61,6.78,3,101,0.5246,0.0,3.749,26.52,5,20,0.115,0.656,MIDDLE,0.377,314,0.0942,0.1311,0.0492,0.4727,0.2623,0.59,24.246,0.1311,0.1148,27.6
U9r1VG9649qaLEJQ9kb3aAVoV5Gp-dODySrgOhSR4HrqC4XyG6TXnDxm3qS5jIqjS9Q4k_B90UknZw,SILVER,low,0,67,-7,3.35,-3,1,0.4776,0.1009,2.048,30.58,5,36,0.09,0.478,TOP,0.03,696,0.12,0.3134,0.1642,0.3557,0.1669,0.493,4.119,0.0746,0.1343,29.93
UCZfdFL2GkUuXFM6sVaOCTnQjwcsM8qT_InApG7smGtR-OQotkIHwZdg3fmXUv9RPiOeBTr8Fd2YJQ,DIAMOND,high,0,213,213,6.09,11,1,0.5258,0.0,2.268,29.03,6,19,0.662,0.953,TOP,0.362,436,0.127,0.3474,0.1643,0.3353,0.2448,0.512,4.554,0.1408,0.061,29.51
UHd_DesxyLPnOcNf67tY7ZivUahFwoCZO9ZyUYvOTzkswFbhg7NxcNGoNTh3gfwgoBbjkg6b8dhz4Q,EMERALD,mid,0,51,5,1.76,1,1,0.5098,0.1366,5.004,31.39,5,37,0.098,0.392,UTILITY,0.059,742,0.0786,0.0784,0.0392,0.4529,0.1803,0.333,16.275,0.0588,0.098,32.25
UXCA_rMzBqLiLGM8fq2wQFw1eS8GNqWpYrwAVBVR8nbI6vdVqr2nUCoSxtg0Ae9GrOipSvX385P0QA,DIAMOND,high,0,214,206,5.22,8,1,0.5187,0.2738,2.26,28.38,7,4,0.944,0.995,TOP,0.051,1127,0.1257,0.3224,0.2196,0.3135,0.2731,0.364,5.182,0.2009,0.0748,29.7
U_TNJZf4vnmIV8rEut9aI3qMw76L81kQhseLXjjU6vP85qIohVeJDPbEGEkBfTEjaW17UjSOos0zfw,DIAMOND,high,0,131,115,4.23,15,5,0.5573,0.1941,5.737,27.37,7,11,0.679,0.908,JUNGLE,0.015,134,0.0932,0.145,0.0763,0.5474,0.2194,1.26,31.664,0.1069,0.0611,27.72
Ua4ELEJ--qW_HsvwGpvQmknxtgrIFEscx1OvBVuEPsuqy4XMsT066aHEHuJ7sshLl3GRGBS4m24qPA,MASTER,high,0,153,145,3.92,3,0,0.5098,0.0101,2.551,27.11,7,21,0.242,0.948,TOP,0.007,496,0.1191,0.366,0.1895,0.3933,0.2518,0.699,8.307,0.1765,0.1569,27.75
Ucx48J-CxsESmuL4eBCkwEE9CluMMbIBxyVohPn0B2j4iK-7QRfV3J6bh_IBodXl-HNR-zXv3ya-XQ,GRANDMASTER,high,0,251,199,3.92,21,0,0.5418,0.1754,3.703,27.47,6,33,0.104,0.582,MIDDLE,0.02,863,0.0983,0.2869,0.1394,0.4723,0.2363,0.749,28.57,0.1155,0.1355,27.81
Uk4g6Bm6qYNObulG0cnW6PSBIYzXV51uM8OlCZpEqDTwfDl5jV2ctnb3D9WstMKt-oNtiPsJt2EPhw,EMERALD,mid,0,197,151,5.63,-25,0,0.4365,-0.3426,2.66,28.53,15,46,0.569,0.609,BOTTOM,0.137,875,0.1151,0.3807,0.269,0.4362,0.2067,0.604,3.437,0.0863,0.1726,27.75
UreuvHduLrjqcNCkrDvMAofbXU6E2qrC_JoJQDYt3VMb-OgUpPPJNwtSK_60LiwHMmtX9YwRzy4jRA,BRONZE,low,0,44,-16,1.83,-6,1,0.4318,0.1,2.827,29.78,11,8,0.318,0.545,BOTTOM,0.068,330,0.1058,0.25,0.1591,0.4052,0.1686,0.409,9.545,0.0455,0.1136,29.83
Us4Ktak6TDopkMrjwcph8qys8zsutCpTzzPVxrrR7o9GXnCyLz7ZXS1LCK_CrA0mM5IjuPOdZT70Xg,GOLD,mid,0,102,14,3.92,2,2,0.5098,-0.0627,4.335,31.38,5,17,0.324,0.48,BOTTOM,0.01,83,0.0748,0.0588,0.0098,0.4244,0.2064,0.873,8.451,0.1373,0.0294,30.72
Uw1Z6VyxwJwoZ3s67Mh0B19XLxkDiImGMV0auLNls8npSP6qLNyoJDirayU3zoKBeZiMCgGzu4GSAg,GOLD,mid,1,34,-4,3.78,4,7,0.5588,-0.0456,4.335,31.05,5,12,0.5,0.676,TOP,0.029,440,0.079,0.1176,0.1176,0.3774,0.2008,0.441,12.882,0.0588,0.1176,30.53
V7besHxndnyw-Vwud4OjR78MiWai5ToqQ8MtzP3ULjvongYnCbnIFYO5M2YpUGVjidpBQFeCemJ5kA,EMERALD,mid,0,147,127,3.06,-5,2,0.483,0.1964,3.158,29.84,5,30,0.15,0.571,UTILITY,0.299,617,0.105,0.2789,0.1156,0.4949,0.1803,0.633,7.599,0.0884,0.1293,29.38
V8ZEZQch_JTx9xqdaTfSflXCVeyWOUP2qbJy8CSDhzU0-C_k5kIziCipucc5EHfa2jdZqtdwnCF7WQ,EMERALD,mid,0,38,-26,2.24,-8,4,0.3947,-0.0729,3.227,31.09,6,7,0.684,0.842,UTILITY,0.105,963,0.1045,0.2895,0.1579,0.5218,0.137,0.737,17.711,0.2105,0.0789,31.86
VDY7ZHdGeCdnudQa7xmmP3sOT_G1uvUC6qEr2beK88sTWSMs8k6zNt1WIyd0JLsPHKxKQoPLdzCBcw,EMERALD,mid,1,191,115,7.07,3,21,0.5079,-0.023,3.808,29.77,8,9,0.927,0.696,TOP,0.251,412,0.0674,0.0576,0.0314,0.324,0.1895,0.366,4.623,0.0995,0.0838,30.32
VKNYaA3aMrWS17sPYeWzvKrunE7lFZ_qWvfzoGt0dFN3NNAcmP4Lmo9kl1MY7ds5RVqGDEeqwfxDfw,BRONZE,low,1,121,-95,3.67,5,16,0.5207,0.1061,3.418,30.22,5,7,0.686,0.992,UTILITY,0.05,69,0.0937,0.2066,0.0992,0.4844,0.107,0.066,10.264,0.0579,0.0826,31.37
